epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,1903.49,1.56544,3.31139,1.397,0,0,0,0,0,129.61,0,0.000474107,0.000474107,0.000474107
